"airport","arr_flights","arr_cancelled","arr_delayed","arr_delay_time","longitude_deg","latitude_deg","region_name","USAFID","lat","lon","temp","elev","wind.sp","vis.dist","rh","d"
"ABE",20448,631,3496,228426,-75.442797,40.651773,"Pennsylvania",725170,40.65,-75.448,23.5387126019946,117.002719854941,2.24795268425842,14432.1432456936,70.3644614514824,0.48118152518143
"ABI",9078,220,1296,77901,-99.6819000244,32.4113006592,"Texas",722660,32.411,-99.683,30.7213495575221,546,4.68955555555556,15979.6555924695,49.0957110716697,0.10853565180104
"ABQ",100182,2076,18462,1020822,-106.609001,35.040199,"NewMexico",723650,35.033,-106.617,26.2268587360595,1619.79275092937,3.51711627906977,16031.6793680297,38.1172861867545,1.08220198334969
"ABR",3378,67,360,34869,-98.4217987060547,45.4491004943848,"SouthDakota",726590,45.443,-98.422,19.9592792792793,396.447747747748,3.55072202166065,14066.2207207207,77.157925855362,0.678525764669329
"ABY",4214,36,508,35621,-84.196215,31.532946,"Georgia",722160,31.536,-84.194,27.2727941176471,59,2.00404783808648,14139.520699172,77.7466889548385,0.399236047355086
"ACK",5645,195,1036,88134,-70.06020355,41.25310135,"Massachusetts",725069,41.688,-69.993,21.9754961173425,21,2.64886956521739,13292.726488352,83.9582091627552,48.681598303813
"ACT",6836,277,848,44081,-97.2304992675781,31.6112995147705,"Texas",722560,31.611,-97.231,30.490652173913,155.276086956522,4.22726281352235,15889.6760869565,61.4148069570568,0.0579449289200747
"ACV",8489,357,1407,127468,-124.109,40.978101,"California",725945,40.978,-124.109,15.4598667776853,64.0099916736053,1.96325,11543.1873438801,84.6060865900315,0.0112306875911888
"ACY",15113,375,2606,190043,-74.5772018432617,39.4575996398926,"NewJersey",724070,39.45,-74.577,24.4129280821918,20.0051369863014,2.79776055124892,13902.9982876712,76.1961958872988,0.845219078440685
"ADK",530,34,110,4950,-176.642783,51.883564,"Alaska",720272,48.467,-122.421,18.7337224966322,44,1.88197752808989,14266.2198100407,74.4413045794844,3789.82402763365
"ADQ",3688,173,452,21493,-152.4940033,57.75,"Alaska",720272,48.467,-122.421,18.7337224966322,44,1.88197752808989,14266.2198100407,74.4413045794844,2231.64795793496
"AEX",12175,257,1702,102217,-92.549797,31.3274,"Louisiana",722487,31.395,-92.291,26.2458784346378,36,1.01923076923077,10201.5720233139,84.4046555043589,25.6966794737459
"AGS",17981,292,2521,163341,-81.9645,33.3699,"Georgia",722180,33.364,-81.967,26.5072072072072,44.997542997543,1.93237704918033,12560.3106557377,77.7723250117369,0.695918414726238
"AKN",1260,51,177,8041,-156.651965,58.677845,"Alaska",720272,48.467,-122.421,18.7337224966322,44,1.88197752808989,14266.2198100407,74.4413045794844,2492.30012033646
"ALB",51414,1514,9775,591361,-73.8016967773438,42.7482986450195,"NewYork",725180,42.692,-73.8,21.810945709282,90.2872154115587,2.61663747810858,14685.8546409807,70.2934186513199,6.26165812641148
"ALO",2715,97,407,22252,-92.4002990722656,42.5570983886719,"Iowa",725480,42.55,-92.401,21.4368566176471,267.981617647059,2.76431226765799,14417.8547794118,74.2456609281795,0.791390189344229
"ALS",991,37,121,15733,-105.866997,37.434898,"Colorado",724620,37.433,-105.867,17.7466522678186,2298.12958963283,2.88518111964874,15532.5593952484,53.1552863442864,0.21104813699815
"ALW",1341,33,154,6759,-118.288002,46.09489822,"Washington",725784,46.14,-115.6,20.8705802968961,451.195681511471,0.50445945945946,NA,64.2470367967955,207.237585636329
"AMA",22266,759,4253,278279,-101.706001,35.219398,"Texas",723630,35.217,-101.717,26.4816827344435,1097.35845749343,5.45804749340369,15331.1524978089,55.1253608221587,1.03413870590227
"ANC",90255,1592,15377,725951,-149.996002,61.1744,"Alaska",720272,48.467,-122.421,18.7337224966322,44,1.88197752808989,14266.2198100407,74.4413045794844,2233.21446999239
"APN",2835,79,394,39645,-83.56030273,45.0780983,"Michigan",726390,45.067,-83.567,18.4485080988917,210.993179880648,2.53685567010309,14587.3921568627,72.5644333425201,1.3414652038651
"ART",270,32,59,4352,-76.021698,43.991901,"NewYork",726227,43.983,-76.026,19.7294426919033,100.993690851735,2.50474183350896,13543.1368421053,75.5059082359835,1.04788107224716
"ASE",29382,1795,6997,621946,-106.869003,39.223202,"Colorado",724676,39.223,-106.87,18.8578419071518,2360.06022584693,3.2242385786802,16068.7641154329,39.4529984842942,0.0887717586116891
"ATL",1666133,24800,215367,14874926,-84.428101,33.6367,"Georgia",722190,33.63,-84.442,27.1112759643917,313.245301681503,3.13768545994065,15262.5113748764,66.0900743507816,1.4868885331288
"ATW",19965,459,3152,204223,-88.519096,44.258099,"Wisconsin",726457,44.25,-88.517,18.1665213600698,280,2.83365300784656,15648.5902353967,69.7060128571389,0.915908763998987
"ATY",1748,65,230,16252,-97.15470123,44.91400146,"SouthDakota",726546,44.905,-97.149,19.078431372549,530,3.61267190569745,14463.2147058824,82.0713115919033,1.09700224921366
"AUS",320372,7160,59143,3430092,-97.662015,30.197535,"Texas",722540,30.183,-97.7,29.989766970618,155.749746707194,3.09269776876268,15708.6585612969,66.8631495427928,3.99258532094261
"AVL",38581,1398,7522,492427,-82.541801,35.436199,"NorthCarolina",723150,35.432,-82.55,21.681429624171,660.997789240973,1.65362426035503,12671.970523213,79.4472298056286,0.877379487822473
"AVP",11446,348,1921,120517,-75.7233963013,41.3385009766,"Pennsylvania",725130,41.333,-75.727,21.6917705735661,292.178719866999,1.97019150707744,13942.3582709892,76.0802333095628,0.681674243712291
"AZA",27575,895,7340,491098,-111.654999,33.3078,"Arizona",722786,33.3,-111.666,32.7379710144928,421,3.32245885769603,16044.7076476283,33.9440521730329,1.3406957071872
"AZO",8912,253,1288,87919,-85.5521011352539,42.2349014282227,"Michigan",726357,42.235,-85.552,21.3392405063291,266,2.27910922587487,13784.3206751055,71.1040027323857,0.0137645714050702
"BDL",116361,3016,22445,1417489,-72.688066,41.93851,"Connecticut",725080,41.933,-72.683,22.2890303623898,55,2.69745347698335,14824.6993143976,70.9804267247094,0.742281079999087
"BET",3671,100,404,19302,-161.8379974,60.77980042,"Alaska",720272,48.467,-122.421,18.7337224966322,44,1.88197752808989,14266.2198100407,74.4413045794844,2823.75541578993
"BFF",3172,87,489,48848,-103.5960007,41.87400055,"Nebraska",725660,41.867,-103.6,21.3122854561879,1206.0081300813,3.79666975023127,14186.1409214092,72.8765041269886,0.845935305295104
"BFL",11455,216,2014,154110,-119.056999,35.433601,"California",723840,35.433,-119.057,29.6844470046083,150.011520737327,2.68967517401392,16042.6324884793,33.4409407226358,0.066828212328489
"BFM",201,7,44,2666,-88.0680999756,30.6268005371,"Alabama",722235,30.626,-88.068,28.588489968321,8,2.10550264550265,15184.2819429778,79.1290321710435,0.0895281976174226
"BGM",2732,47,392,28867,-75.97979736,42.20869827,"NewYork",725150,42.2,-75.983,18.8964076858814,499,2.79447236180905,13604.0167084378,78.4692537474263,1.00253204494098
"BGR",16925,652,3185,213183,-68.828102,44.8074,"Maine",726070,44.798,-68.828,19.3309829059829,59,2.64267379679145,13089.3408119658,78.7549453292779,1.045263289771
"BHM",73767,1782,14309,862282,-86.753502,33.562901,"Alabama",722280,33.563,-86.754,26.757399577167,192.012684989429,2.13890063424947,14583.2389006342,71.3722334050613,0.0474378337388632
"BIH",330,14,97,9247,-118.363998413,37.3731002808,"California",724800,37.367,-118.367,26.2238204833142,1262.96777905639,3.47933025404157,16077.8780207135,23.9080199802576,0.728338076434563
"BIL",20707,267,3013,190700,-108.542999,45.807701,"Montana",726770,45.8,-108.543,22.9941893158388,1089.00749765698,4.15173708920188,15707.0487347704,45.3542581067404,0.856312133597927
"BIS",17831,434,2902,210925,-100.746002197266,46.7727012634277,"NorthDakota",720871,46.768,-100.894,18.6965840589417,593,4.52592343854936,15359.5197588747,81.550524929022,11.2836417025312
"BJI",3338,54,368,38867,-94.93370056,47.50939941,"Minnesota",726561,46.447,-95.212,17.6408293460924,417.875279106858,2.16352903637524,15368.6090009575,81.5523487810952,120.005098073631
"BKG",483,10,110,6966,-93.200544,36.532082,"Missouri",720616,36.533,-93.2,23.4491150442478,397,1.36910029498525,14001.5505535055,85.7970246930928,0.113058116105976
"BLI",10841,251,1529,85271,-122.53800201416,48.7928009033203,"Washington",720272,48.467,-122.421,18.7337224966322,44,1.88197752808989,14266.2198100407,74.4413045794844,37.2338539867851
"BLV",5540,216,1160,76059,-89.835197,38.5452,"Illinois",724338,38.545,-89.85,24.3678127984718,140,1.9170964660936,15447.8338108883,79.7237381188279,1.28757261102741
"BMI",12049,333,2075,151928,-88.915901,40.4771,"Illinois",724397,40.477,-88.95,22.034126984127,265,3.49115646258503,14722.5090702948,79.7449310612722,2.88419002002874
"BNA",372244,9517,62677,3644288,-86.6781997680664,36.1245002746582,"Tennessee",723270,36.119,-86.689,26.2167115902965,181.565139263252,2.16774483378257,15318.3279424978,69.6584417390234,1.1467765010817
"BOI",101627,1133,15443,894392,-116.223,43.5644,"Idaho",726810,43.564,-116.24,25.0354948805461,873.861205915813,3.03735632183908,16045.2025028441,33.9107289378342,1.37044824106341
"BOS",601059,16689,120672,8657755,-71.005203,42.3643,"Massachusetts",725090,42.361,-71.01,23.0628027681661,8.99221453287197,4.09593425605536,14276.8624567474,66.4994512994751,0.538501830491829
"BPT",3776,117,488,29417,-94.020699,29.9508,"Texas",722410,29.95,-94.021,28.6475319926874,5.22486288848263,2.37419945105215,14606.8545288198,80.5181367046966,0.0935636850580101
"BQK",4211,49,465,34768,-81.4664993286133,31.2588005065918,"Georgia",722136,31.259,-81.466,26.8593609360936,8,2.78775877587759,14766.2904097253,84.7220301659856,0.0523905690689589
"BRD",2984,54,312,39348,-94.129727,46.402861,"Minnesota",726555,46.398,-94.138,18.8415354330709,374,2.63980295566503,12957.5797244094,74.379963310224,0.833430794182466
"BRO",9221,269,1320,83923,-97.4259033203125,25.9067993164062,"Texas",722508,26.166,-97.346,30.188125,6,5.443375,15406.026348808,72.2608612668752,29.9069725592802
"BRW",2701,63,333,14999,-156.766008,71.285402,"Alaska",720272,48.467,-122.421,18.7337224966322,44,1.88197752808989,14266.2198100407,74.4413045794844,3090.30235224228
"BTM",3012,27,263,21575,-112.497001647949,45.9547996520996,"Montana",726797,45.777,-111.16,18.789798488665,1356.03526448363,2.8582806573957,16060.5743073048,54.9865318610127,105.392913975701
"BTR",26172,680,4056,269811,-91.149597,30.533199,"Louisiana",722320,30.533,-91.15,27.901017293998,22.9898270600203,2.44683673469388,14031.8921668362,77.9981152480822,0.0444907752991962
"BTV",33620,1099,6166,431456,-73.153297,44.471901,"Vermont",726170,44.467,-73.153,21.1060768543342,103.996425379803,2.73521000893655,15442.7676496872,66.9462613647282,0.545475688917314
"BUF",95733,3200,18329,1192746,-78.73220062,42.94049835,"NewYork",725280,42.933,-78.736,21.5260273972603,215.693150684932,3.76776255707763,15625,67.3006751729945,0.889297161886159
"BUR",127641,4409,21034,1103536,-118.356378,34.197703,"California",722880,34.201,-118.359,23.5584595959596,223.05303030303,2.56915297092288,15366.6022727273,61.948870672738,0.438806375775456
"BWI",451994,14164,69984,3924438,-76.668297,39.1754,"Maryland",724060,39.173,-76.684,25.1989043824701,46.99203187251,2.53187250996016,15218.280876494,70.8430912173059,1.3796785004428
"BZN",40007,611,6571,376701,-111.1529999,45.77750015,"Montana",726797,45.777,-111.16,18.789798488665,1356.03526448363,2.8582806573957,16060.5743073048,54.9865318610127,0.545719047222979
"CAE",27873,604,4430,277572,-81.119499,33.938801,"SouthCarolina",723100,33.939,-81.12,26.9667318982387,69.0058708414873,2.35749265426053,15149.2358121331,71.5604899824506,0.0512417882711838
"CAK",18778,534,4209,320669,-81.4421997070312,40.9160995483398,"Ohio",725210,40.916,-81.45,22.186192893401,376.996954314721,3.171269035533,13789.8629441624,74.0020106779117,0.655526137928174
"CDB",262,9,90,3212,-162.725006,55.2061,"Alaska",720272,48.467,-122.421,18.7337224966322,44,1.88197752808989,14266.2198100407,74.4413045794844,2825.19894557765
"CDC",2781,5,298,18120,-113.098999023438,37.701000213623,"Utah",724755,37.701,-113.099,24.0562264150943,1712.01257861635,3.37673830594185,16027.2100628931,29.9777274468928,8.91400491665922e-05
"CDV",3674,90,569,26142,-145.477997,60.491798,"Alaska",720272,48.467,-122.421,18.7337224966322,44,1.88197752808989,14266.2198100407,74.4413045794844,1982.61938130756
"CGI",3368,171,530,52924,-89.570801,37.2253,"Missouri",723290,37.225,-89.571,24.7285101822079,106.996784565916,2.1609071274298,13885.2079314041,77.2462645385511,0.0377258187899409
"CHA",29191,615,4763,316773,-85.203796,35.035301,"Tennessee",723240,35.033,-85.2,26.6480885311871,210,1.75780463242699,15282.4798792757,70.8933183045585,0.43001719161018
"CHO",16914,549,2891,201887,-78.4529037475586,38.138599395752,"Virginia",724016,38.137,-78.455,24.2932663316583,195.993969849246,1.58810483870968,13652.812244898,72.4911605012826,0.255421277655479
"CHS",109347,3382,19671,1201803,-80.040497,32.898602,"SouthCarolina",722080,32.899,-80.041,26.934628975265,14.780035335689,3.01660777385159,15290.593639576,78.6208812019166,0.0645285569870067
"CID",37851,1023,6427,425308,-91.7108,41.884701,"Iowa",725450,41.883,-91.717,20.3817193675889,265,2.97346534653465,12946.3824110672,84.2118045640623,0.547005804554498
"CIU",3216,41,418,33960,-84.4723968505859,46.2508010864258,"Michigan",720321,45.654,-84.519,17.9883603603604,195,2.63848648648649,15672.6899783706,73.4311756575468,66.4589787458465
"CKB",4399,127,898,86045,-80.228104,39.2966,"WestVirginia",724175,39.296,-80.229,22.2576814326107,367.154571159284,1.59763928234183,12479.3053722903,74.2770664323141,0.101960355047908
"CLE",194537,4891,35025,2293347,-81.8498001099,41.4117012024,"Ohio",725240,41.406,-81.852,22.7221428571429,244.989285714286,3.47482142857143,15220.2607142857,70.6859145899415,0.659958530791593
"CLL",8064,272,1043,75927,-96.36380005,30.58860016,"Texas",723761,30.515,-96.704,29.8957341715312,119,2.88010776829816,15788.7257194245,69.1734262403588,33.5890224337612
"CLT",967983,25970,135339,9726395,-80.9430999755859,35.2140007019043,"NorthCarolina",723140,35.214,-80.955,25.3965174129353,233.995024875622,2.43521594684385,14267.3781094527,72.8068590693458,1.08107797665308
"CMH",181171,4554,31582,1925292,-82.891899,39.998001,"Ohio",724280,39.991,-82.892,23.2514602215509,249.61530715005,3.10956696878147,14852.1903323263,68.1477988003841,0.778523226155779
"CMI",8246,332,1479,87761,-88.276249,40.039819,"Illinois",725315,40.04,-88.278,22.1800433839479,233,2.66434023991276,14138.1431670282,80.008316986629,0.150415987614524
"CMX",3636,218,713,63178,-88.4890975952148,47.168399810791,"Michigan",725387,47.467,-87.883,18.160752688172,190.998655913978,3.12506811989101,NA,74.3856879264926,56.4792313909374
"CNY",3014,75,424,28609,-109.7549973,38.75500107,"Utah",724776,38.75,-109.762,27.6732,1390.984,2.81799450549451,16086.5546666667,20.2479721070249,0.823401077146293
"COD",3094,69,533,44958,-109.024002075,44.520198822,"Wyoming",726700,44.517,-109.024,19.9766467065868,1553.08143712575,3.06630565583634,15286.4371257485,49.0393775214286,0.355692815684308
"COS",50018,1069,10481,706365,-104.700996,38.805801,"Colorado",724660,38.806,-104.701,22.5625,1881.17045454545,4.19113636363636,15860.7647727273,47.3507124616416,0.0221305048088309
"COU",7947,434,1634,115619,-92.219597,38.8181,"Missouri",724450,38.817,-92.22,23.9944013781223,273.968992248062,3.18733850129199,15224.7149009475,76.3983122620535,0.127200064937081
"CPR",6429,123,825,61371,-106.463997,42.908001,"Wyoming",725690,42.898,-106.473,20.6998956158664,1612.09394572025,4.03379237288136,15999.5114822547,47.4537125040106,1.33207111610856
"CRP",21421,696,3767,229501,-97.501198,27.770399,"Texas",722510,27.77,-97.512,30.0817510548523,13.2616033755274,4.65242616033755,15827.1065400844,73.771222977127,1.06371150047826
"CRW",15363,415,2680,187180,-81.593201,38.3731,"WestVirginia",724140,38.367,-81.6,23.4421586715867,299,1.55457063711911,14757.2825484765,72.8419837082483,0.900779403136075
"CSG",5804,65,727,45286,-84.9389038085938,32.516300201416,"Georgia",722255,32.516,-84.942,27.4385744234801,120.009433962264,2.27026455026455,14941.715932914,72.0861012415555,0.292224124287584
"CVG",182298,4359,32903,2229556,-84.667801,39.048801,"Kentucky",724210,39.044,-84.672,24.0687563195147,268.757330637007,3.18695652173913,14847.3195146613,67.9967362957487,0.645355470404566
"CWA",9606,232,1321,102645,-89.6668014526,44.7775993347,"Wisconsin",726465,44.778,-89.667,16.5905826017557,389,2.18124501197127,14222.007980846,86.7968752073889,0.0472278896739206
"DAB",14809,323,2175,119607,-81.058098,29.179899,"Florida",722341,29.296,-81.114,28.3373493975904,9,3.0682808716707,13152.3019323672,83.2006020443677,14.0030268191461
"DAL",326538,11122,59667,3031091,-96.851799,32.847099,"Texas",722580,32.847,-96.856,31.2404639175258,148.996134020619,3.50193298969072,15917.7731958763,57.1803534164874,0.392600218510158
"DAY",43597,1080,7673,532519,-84.219398,39.902401,"Ohio",724290,39.867,-84.219,23.2979241877256,306.003610108303,3.56561371841156,14664.3519855596,69.7209972927194,3.93655807502324
"DBQ",2990,127,567,32723,-90.709503,42.402,"Iowa",725470,42.398,-90.717,20.1940285204991,328.996434937611,2.73939393939395,13273.0463458111,82.2136074742087,0.759466289483625
"DCA",530437,17050,93265,6331621,-77.037697,38.8521,"DistrictofColumbia",724050,38.847,-77.038,26.1965283657917,19.9745977984759,3.29661303979678,15844.2066045724,66.1020745715635,0.567700841232592
"DDC",1699,50,203,17308,-99.9655990600586,37.7634010314941,"Kansas",724510,37.75,-99.968,25.315983935743,790.004819277108,4.90514469453377,12504.0072289157,69.161018284065,1.50500149152711
"DEC",2065,85,238,23358,-88.8656997680664,39.8345985412598,"Illinois",725316,39.834,-88.866,22.8115720524018,207.006550218341,3.104704595186,15226.2322015334,73.0193072480579,0.0713213043483954
"DEN",1231318,29436,207090,13804141,-104.672996521,39.861698150635,"Colorado",725650,39.833,-104.673,23.3532971996387,1655.22312556459,4.28602540834846,15398.5632911392,48.8766721597964,3.19108876851498
"DFW",1313143,41295,236770,18408937,-97.038002,32.896801,"Texas",722590,32.897,-97.038,30.2441035474593,182.002876318313,4.15854126679463,15660.0814956855,60.5263099673478,0.0221285782633724
"DHN",5075,44,758,48968,-85.4496002197266,31.3213005065918,"Alabama",722268,31.317,-85.45,26.8147973609802,108.052780395853,2.34005708848715,13913.1218130312,76.7705254713919,0.479700083950235
"DIK",449,19,49,6398,-102.802001953,46.7974014282,"NorthDakota",720854,46.925,-103.982,18.6531348669373,840,4.23665480427047,15748.6083032491,71.6047311996389,90.8311314812246
"DLG",1200,64,167,7344,-158.5050049,59.04470062,"Alaska",720272,48.467,-122.421,18.7337224966322,44,1.88197752808989,14266.2198100407,74.4413045794844,2604.80446875608
"DLH",10969,377,1727,142787,-92.193604,46.842098,"Minnesota",726427,46.689,-92.095,17.7996822514753,205,1.55955515206537,15166.3576940536,77.8994218246664,18.6067843937474
"DRO",15275,383,2686,180308,-107.753997803,37.1515007019,"Colorado",724625,37.14,-107.76,20.859125,2038,2.9,16068.8575,42.5813395020603,1.38506337987144
"DRT",2573,56,308,19152,-100.927001953,29.3742008209,"Texas",722610,29.367,-100.927,32.6236017897092,313.2225950783,4.45213483146067,15980.4351230425,49.5785804600451,0.800694774121529
"DSM",68769,1587,12013,741055,-93.663101,41.534,"Iowa",725460,41.533,-93.667,22.5901209677419,293.991935483871,3.25509586276488,15133.8377016129,71.8143217407497,0.34306146564428
"DTW",658978,10397,88540,6776956,-83.353401184082,42.2123985290527,"Michigan",725370,42.212,-83.353,22.5736936936937,201.990990990991,3.39270270270271,14227.6747747748,66.892939688502,0.0552761324123112
"DVL",3217,185,453,52815,-98.90879822,48.11420059,"NorthDakota",720858,48.48,-99.236,17.9355565570077,450,3.97278880866427,15253.5565570077,78.7505698750909,47.3319081827018
"EAR",3140,99,508,39763,-99.006798,40.727001,"Nebraska",725526,40.717,-99,21.8735401459854,649,4.0337899543379,14609.2791970803,84.5410671012626,1.25095073397812
"EAT",1389,26,171,7264,-120.207000732,47.3988990784,"Washington",720388,47.1,-122.287,19.3532584269663,164,0.558633093525179,15522.5784936479,74.8289880780722,160.472407001052
"EAU",3476,132,627,53033,-91.4842987060547,44.8657989501953,"Wisconsin",726435,44.866,-91.488,19.3295715778474,273.020898641588,2.44472309299895,13900.1901776385,76.5928185756392,0.292556221722612
"ECP",34775,767,6080,400294,-85.795414,30.357106,"Florida",720735,30.349,-85.799,27.326706231454,21,2.45407554671968,15077.0722057369,80.2457515453252,0.96479089021242
"EGE",12225,520,2443,196739,-106.9179993,39.64260101,"Colorado",724675,39.643,-106.918,20.0557142857143,1992.06623376623,2.61,15985.3766233766,38.9873295925411,0.0443657042686514
"EKO",2678,30,193,20882,-115.791999816895,40.8249015808105,"Nevada",725825,40.825,-115.792,22.5882506527415,1547.07832898172,2.43814569536424,16062.5378590078,31.3630063260234,0.0109437253971624
"ELM",4213,131,541,41897,-76.8916015625,42.1599006652832,"NewYork",725156,42.159,-76.892,18.9652549697494,291,1.61038961038961,11640.4679930796,85.1571475618216,0.105396822217823
"ELP",73743,1588,14787,874574,-106.3779984,31.80719948,"Texas",722700,31.8,-106.4,30.7020853080569,1194.02274881517,3.7584440227704,15805.8293838863,35.275538560836,2.22794744200856
"ERI",3238,58,532,36245,-80.173867,42.083127,"Pennsylvania",725260,42.08,-80.183,22.397794822627,224.998082454458,3.4705656759348,15055.6682646213,68.4564156829996,0.83006333779551
"ESC",2970,72,451,46387,-87.0936965942,45.7226982117,"Michigan",726480,45.723,-87.094,17.4363357215967,186,2.58401639344262,13076.3995901639,80.8723736647896,0.0409979879307743
"EUG",30927,542,5013,319465,-123.21199798584,44.1245994567871,"Oregon",720202,45.417,-123.817,17.1632928475034,11,1.8246963562753,15043.8407557355,77.2386171110002,151.435297347824
"EVV",13476,321,2014,125057,-87.5324020386,38.0369987488,"Indiana",724320,38.037,-87.533,24.2244840525328,118.016885553471,2.31303116147309,14486.8883677298,75.9436173129814,0.0523687902698565
"EWN",7386,268,1252,74457,-77.0429000854,35.0730018616,"NorthCarolina",723095,35.068,-77.048,25.2655515370705,6.99819168173599,2.45154264972777,14644.5054249548,86.5875813466061,0.724398208060077
"EWR",574510,21171,145070,11035327,-74.168701,40.692501,"NewJersey",725020,40.683,-74.169,24.3896245059289,8.99604743083004,3.38537549407115,15457.6363636364,69.4439664971448,1.05676375678059
"EYW",32049,875,5321,325986,-81.759598,24.556101,"Florida",722010,24.55,-81.76,29.8274343776461,5.77561388653683,3.50135478408128,15405.8382726503,72.8832562642,0.679617541370347
